Instance,Cell_Type,Output_Pin,Fanout,Worst_Slack,Path_Count
U1663,OAI22xp5_bottom,U1663/Y,1,459.288788,4
U1666,OAI22xp5_bottom,U1666/Y,1,487.008148,4
U1669,OAI22xp5_bottom,U1669/Y,1,486.137299,4
U167,OAI22xp5_bottom,U167/Y,1,5.252576,22
U1672,OAI22xp5_bottom,U1672/Y,1,485.796234,4
U1675,OAI22xp5_bottom,U1675/Y,2,85.480453,26
U1678,OAI22xp5_bottom,U1678/Y,1,397.785980,4
U1681,OAI22xp5_bottom,U1681/Y,1,396.288177,4
U1684,OAI22xp5_bottom,U1684/Y,1,396.600189,4
U1687,OAI22xp5_bottom,U1687/Y,1,399.837006,4
U169,OAI22xp5_bottom,U169/Y,1,17.143898,24
U1690,OAI22xp5_bottom,U1690/Y,1,399.870422,4
U1693,OAI22xp5_bottom,U1693/Y,1,398.809479,4
U1696,OAI22xp5_bottom,U1696/Y,1,396.534424,4
U1699,OAI22xp5_bottom,U1699/Y,1,395.751282,4
U17,OAI22xp5_bottom,U17/Y,1,-35.023705,24
U1702,OAI22xp5_bottom,U1702/Y,1,393.253540,4
U1705,OAI22xp5_bottom,U1705/Y,1,398.345856,4
U1708,OAI22xp5_bottom,U1708/Y,2,50.035477,24
U171,OAI22xp5_bottom,U171/Y,1,55.743023,20
U1711,OAI22xp5_bottom,U1711/Y,1,392.739502,4
U1714,OAI22xp5_bottom,U1714/Y,1,444.395020,4
U1717,OAI22xp5_bottom,U1717/Y,1,441.281281,4
U1720,OAI22xp5_bottom,U1720/Y,1,444.088470,4
U1723,OAI22xp5_bottom,U1723/Y,1,440.735565,4
U1726,OAI22xp5_bottom,U1726/Y,1,440.263885,4
U1729,OAI22xp5_bottom,U1729/Y,1,395.999664,4
U173,OAI22xp5_bottom,U173/Y,1,146.049835,24
U1732,OAI22xp5_bottom,U1732/Y,1,438.581543,4
U1735,OAI22xp5_bottom,U1735/Y,2,43.062775,26
U1738,OAI22xp5_bottom,U1738/Y,2,21.059320,26
U1741,OAI22xp5_bottom,U1741/Y,2,76.975014,24
U1744,OAI22xp5_bottom,U1744/Y,2,80.735695,26
U1747,OAI22xp5_bottom,U1747/Y,2,49.491135,26
U175,OAI22xp5_bottom,U175/Y,1,112.717003,24
U1750,OAI22xp5_bottom,U1750/Y,2,-2.619349,24
U1753,OAI22xp5_bottom,U1753/Y,2,19.929058,24
U1756,OAI22xp5_bottom,U1756/Y,2,29.435287,26
U1759,OAI22xp5_bottom,U1759/Y,2,68.246574,22
U1762,OAI22xp5_bottom,U1762/Y,2,144.843994,26
U1765,OAI22xp5_bottom,U1765/Y,2,117.622360,26
U1768,OAI22xp5_bottom,U1768/Y,2,178.747467,26
U177,OAI22xp5_bottom,U177/Y,1,116.806313,24
U1771,OAI22xp5_bottom,U1771/Y,2,150.708527,26
U1774,OAI22xp5_bottom,U1774/Y,2,85.406487,26
U1777,OAI22xp5_bottom,U1777/Y,2,101.309708,24
U1780,OAI22xp5_bottom,U1780/Y,2,126.021194,24
U1783,OAI22xp5_bottom,U1783/Y,2,94.177834,26
U1786,OAI22xp5_bottom,U1786/Y,2,137.121613,22
U1789,OAI22xp5_bottom,U1789/Y,2,71.723129,26
U179,OAI22xp5_bottom,U179/Y,1,141.471008,24
U1792,OAI22xp5_bottom,U1792/Y,2,44.895172,26
U1795,OAI22xp5_bottom,U1795/Y,2,78.578308,26
U1798,OAI22xp5_bottom,U1798/Y,2,41.434910,26
U1801,OAI22xp5_bottom,U1801/Y,1,255.281082,8
U1804,OAI22xp5_bottom,U1804/Y,1,250.388214,8
U1807,OAI22xp5_bottom,U1807/Y,1,243.609360,8
U181,OAI22xp5_bottom,U181/Y,1,73.424271,24
U1810,OAI22xp5_bottom,U1810/Y,1,249.125336,8
U1813,OAI22xp5_bottom,U1813/Y,1,246.081436,8
U1816,OAI22xp5_bottom,U1816/Y,1,244.657455,8
U1819,OAI22xp5_bottom,U1819/Y,1,256.887299,8
U1822,OAI22xp5_bottom,U1822/Y,1,254.711197,8
U1825,OAI22xp5_bottom,U1825/Y,2,-3.039124,24
U1828,OAI22xp5_bottom,U1828/Y,1,376.112885,8
U183,OAI22xp5_bottom,U183/Y,1,38.391735,22
U1831,OAI22xp5_bottom,U1831/Y,1,380.748657,8
U1834,OAI22xp5_bottom,U1834/Y,1,378.450928,8
U1837,OAI22xp5_bottom,U1837/Y,1,374.358002,8
U1840,OAI22xp5_bottom,U1840/Y,1,376.263245,8
U1843,OAI22xp5_bottom,U1843/Y,1,372.642975,8
U1846,OAI22xp5_bottom,U1846/Y,1,380.678894,8
U1849,OAI22xp5_bottom,U1849/Y,1,380.657501,8
U185,OAI22xp5_bottom,U185/Y,1,61.730789,22
U1852,OAI22xp5_bottom,U1852/Y,1,279.877014,8
U1855,OAI22xp5_bottom,U1855/Y,1,283.435486,8
U1858,OAI22xp5_bottom,U1858/Y,2,18.716417,24
U1861,OAI22xp5_bottom,U1861/Y,1,280.010620,8
U1864,OAI22xp5_bottom,U1864/Y,1,279.430939,8
U1867,OAI22xp5_bottom,U1867/Y,1,276.931549,8
U187,OAI22xp5_bottom,U187/Y,1,76.003090,24
U1870,OAI22xp5_bottom,U1870/Y,1,275.242981,8
U1873,OAI22xp5_bottom,U1873/Y,1,272.838318,8
U1876,OAI22xp5_bottom,U1876/Y,1,273.723206,8
U1879,OAI22xp5_bottom,U1879/Y,1,373.792328,8
U1882,OAI22xp5_bottom,U1882/Y,1,375.803650,8
U1885,OAI22xp5_bottom,U1885/Y,1,375.745575,8
U1888,OAI22xp5_bottom,U1888/Y,1,375.177216,8
U189,OAI22xp5_bottom,U189/Y,1,116.088165,20
U1891,OAI22xp5_bottom,U1891/Y,2,124.419197,22
U1893,OA21x2_bottom,U1893/Y,11,36.006863,100
U1899,AND2x2_bottom,U1899/Y,14,-3.039097,100
U19,OAI22xp5_bottom,U19/Y,1,33.634930,24
U1902,AOI21xp5_bottom,U1902/Y,3,-3.039097,100
U1905,NAND2xp5_bottom,U1905/Y,3,44.649422,100
U1907,XOR2xp5_bottom,U1907/Y,2,48.683334,100
U1909,XOR2xp5_bottom,U1909/Y,2,46.388115,100
U191,OAI22xp5_bottom,U191/Y,1,41.365578,24
U1911,XOR2xp5_bottom,U1911/Y,2,45.105934,100
U1913,XOR2xp5_bottom,U1913/Y,2,44.649395,100
U1917,NOR2x1_bottom,U1917/Y,3,-32.445145,100
U1918,NAND3xp33_bottom,U1918/Y,3,-32.445145,100
U193,OAI22xp5_bottom,U193/Y,1,7.455703,24
U195,OAI22xp5_bottom,U195/Y,1,64.111328,24
U197,OAI22xp5_bottom,U197/Y,1,34.933472,24
U199,OAI22xp5_bottom,U199/Y,2,-11.064871,24
U201,OAI22xp5_bottom,U201/Y,2,-34.958202,24
U203,OAI22xp5_bottom,U203/Y,2,34.730885,24
U205,OAI22xp5_bottom,U205/Y,2,-8.043733,24
U207,OAI22xp5_bottom,U207/Y,2,-47.732372,22
U2072,INVx1_bottom,U2072/Y,7,72.508484,100
U2073,INVx4_bottom,U2073/Y,38,72.508484,100
U209,OAI22xp5_bottom,U209/Y,2,-24.987234,22
U21,OAI22xp5_bottom,U21/Y,1,-5.849710,24
U211,OAI22xp5_bottom,U211/Y,2,-14.929613,24
U213,OAI22xp5_bottom,U213/Y,2,24.638735,20
U215,OAI22xp5_bottom,U215/Y,1,-15.181994,22
U217,OAI22xp5_bottom,U217/Y,1,86.895325,24
U219,OAI22xp5_bottom,U219/Y,1,60.403545,24
U221,OAI22xp5_bottom,U221/Y,1,120.836983,24
U223,OAI22xp5_bottom,U223/Y,1,93.562744,24
U2243,NAND4xp25_bottom,U2243/Y,1,-3.039097,100
U2245,NOR3xp33_bottom,U2245/Y,1,36.006863,100
U2247,AND2x2_bottom,U2247/Y,3,-47.732388,200
U225,OAI22xp5_bottom,U225/Y,1,43.413300,22
U2252,AOI31xp33_bottom,U2252/Y,2,616.050354,4
U2253,O2A1O1Ixp33_bottom,U2253/Y,1,601.775818,2
U2254,AND2x2_bottom,U2254/Y,6,23.846979,100
U2255,NAND4xp25_bottom,U2255/Y,2,-47.732388,100
U2256,NOR3xp33_bottom,U2256/Y,1,198.143097,100
U2257,NAND2xp5_bottom,U2257/Y,9,-3.039097,100
U2258,NAND4xp25_bottom,U2258/Y,1,44.649395,100
U2259,O2A1O1Ixp33_bottom,U2259/Y,2,160.932205,26
U2260,O2A1O1Ixp33_bottom,U2260/Y,2,223.251114,200
U2261,NOR3xp33_bottom,U2261/Y,1,733.728882,2
U2262,O2A1O1Ixp33_bottom,U2262/Y,1,621.444214,2
U2263,NOR3xp33_bottom,U2263/Y,2,715.080872,4
U2264,TIEHIx1_bottom,U2264/H,66,900.000000,1
U2265,NOR2x2_bottom,U2265/Y,17,125.796234,200
U2266,INVx1_bottom,U2266/Y,8,75.061790,12
U2267,INVx1_bottom,U2267/Y,3,512.346863,100
U2268,INVx1_bottom,U2268/Y,3,616.050354,3
U2269,INVx1_bottom,U2269/Y,5,-3.039097,100
U227,OAI22xp5_bottom,U227/Y,1,66.928520,22
U2270,INVx1_bottom,U2270/Y,3,36.006863,100
U2271,INVx1_bottom,U2271/Y,1,653.886414,4
U2272,INVx1_bottom,U2272/Y,1,656.175537,4
U2273,INVx1_bottom,U2273/Y,1,655.351440,4
U2274,INVx1_bottom,U2274/Y,1,653.628418,4
U2275,INVx1_bottom,U2275/Y,1,652.298035,4
U2276,INVx1_bottom,U2276/Y,1,646.083069,4
U2277,INVx1_bottom,U2277/Y,1,642.149536,4
U2278,INVx1_bottom,U2278/Y,1,640.692688,4
U2279,INVx1_bottom,U2279/Y,1,686.095764,3
U2280,INVx1_bottom,U2280/Y,1,688.860046,3
U2281,INVx1_bottom,U2281/Y,1,676.408447,3
U2282,INVx1_bottom,U2282/Y,1,676.062134,3
U2283,INVx1_bottom,U2283/Y,1,674.759949,3
U2284,INVx1_bottom,U2284/Y,1,674.914062,3
U2285,INVx1_bottom,U2285/Y,1,676.661926,3
U2286,INVx1_bottom,U2286/Y,1,677.998474,3
U2287,INVx1_bottom,U2287/Y,1,707.924805,2
U2288,INVx1_bottom,U2288/Y,1,711.482422,2
U2289,INVx1_bottom,U2289/Y,1,711.083435,2
U229,OAI22xp5_bottom,U229/Y,1,74.768112,24
U2290,INVx1_bottom,U2290/Y,1,711.376099,2
U2291,INVx1_bottom,U2291/Y,1,709.046936,2
U2292,INVx1_bottom,U2292/Y,1,708.504700,2
U2293,INVx1_bottom,U2293/Y,1,707.667358,2
U2294,INVx1_bottom,U2294/Y,1,709.622620,2
U2295,INVx1_bottom,U2295/Y,1,340.571869,13
U2296,INVx1_bottom,U2296/Y,1,315.426727,13
U2297,INVx1_bottom,U2297/Y,1,388.502197,13
U2298,INVx1_bottom,U2298/Y,1,348.874390,13
U2299,INVx1_bottom,U2299/Y,1,311.190918,12
U23,OAI22xp5_bottom,U23/Y,1,-41.224552,22
U2300,INVx1_bottom,U2300/Y,1,333.395935,12
U2301,INVx1_bottom,U2301/Y,1,340.914337,13
U2302,INVx1_bottom,U2302/Y,1,378.819641,11
U2303,INVx1_bottom,U2303/Y,1,625.901367,4
U2304,INVx1_bottom,U2304/Y,1,672.021240,3
U2305,INVx1_bottom,U2305/Y,1,710.108948,2
U2306,INVx1_bottom,U2306/Y,1,358.855560,13
U2307,INVx1_bottom,U2307/Y,1,617.607300,4
U2308,INVx1_bottom,U2308/Y,1,670.427490,3
U2309,INVx1_bottom,U2309/Y,1,707.400696,2
U231,OAI22xp5_bottom,U231/Y,1,115.544800,20
U2310,INVx1_bottom,U2310/Y,1,335.869659,13
U2311,INVx1_bottom,U2311/Y,1,614.901978,4
U2312,INVx1_bottom,U2312/Y,1,673.571106,3
U2313,INVx1_bottom,U2313/Y,1,708.621338,2
U2314,INVx1_bottom,U2314/Y,1,396.041321,13
U2315,INVx1_bottom,U2315/Y,1,619.884827,4
U2316,INVx1_bottom,U2316/Y,1,674.826355,3
U2317,INVx1_bottom,U2317/Y,1,708.348450,2
U2318,INVx1_bottom,U2318/Y,1,364.574677,13
U2319,INVx1_bottom,U2319/Y,1,617.239685,4
U2320,INVx1_bottom,U2320/Y,1,674.970886,3
U2321,INVx1_bottom,U2321/Y,1,709.065735,2
U2322,INVx1_bottom,U2322/Y,1,312.710144,12
U2323,INVx1_bottom,U2323/Y,1,615.902405,4
U2324,INVx1_bottom,U2324/Y,1,671.826050,3
U2325,INVx1_bottom,U2325/Y,1,708.093018,2
U2326,INVx1_bottom,U2326/Y,1,335.508453,12
U2327,INVx1_bottom,U2327/Y,1,623.074402,4
U2328,INVx1_bottom,U2328/Y,1,674.415527,3
U2329,INVx1_bottom,U2329/Y,1,711.388794,2
U233,OAI22xp5_bottom,U233/Y,1,33.400227,24
U2330,INVx1_bottom,U2330/Y,1,344.928497,13
U2331,INVx1_bottom,U2331/Y,1,623.989746,4
U2332,INVx1_bottom,U2332/Y,1,675.833252,3
U2333,INVx1_bottom,U2333/Y,1,713.111572,2
U2334,INVx1_bottom,U2334/Y,1,386.671143,11
U2335,INVx1_bottom,U2335/Y,1,641.501648,4
U2336,INVx1_bottom,U2336/Y,1,677.080322,3
U2337,INVx1_bottom,U2337/Y,1,712.402466,2
U2338,INVx1_bottom,U2338/Y,1,365.401886,13
U2339,INVx1_bottom,U2339/Y,1,650.528992,4
U2340,INVx1_bottom,U2340/Y,1,678.816711,3
U2341,INVx1_bottom,U2341/Y,1,710.369324,2
U2342,INVx1_bottom,U2342/Y,1,336.838684,13
U2343,INVx1_bottom,U2343/Y,1,648.838867,4
U2344,INVx1_bottom,U2344/Y,1,675.609131,3
U2345,INVx1_bottom,U2345/Y,1,710.321411,2
U2346,INVx1_bottom,U2346/Y,1,405.476501,13
U2347,INVx1_bottom,U2347/Y,1,640.314453,4
U2348,INVx1_bottom,U2348/Y,1,673.234558,3
U2349,INVx1_bottom,U2349/Y,1,710.522766,2
U235,OAI22xp5_bottom,U235/Y,1,9.702572,24
U2350,INVx1_bottom,U2350/Y,1,369.979706,13
U2351,INVx1_bottom,U2351/Y,1,647.340820,4
U2352,INVx1_bottom,U2352/Y,1,678.250916,3
U2353,INVx1_bottom,U2353/Y,1,711.788269,2
U2354,INVx1_bottom,U2354/Y,1,330.147125,12
U2355,INVx1_bottom,U2355/Y,1,643.172913,4
U2356,INVx1_bottom,U2356/Y,1,674.109924,3
U2357,INVx1_bottom,U2357/Y,1,708.132629,2
U2358,INVx1_bottom,U2358/Y,1,354.237854,12
U2359,INVx1_bottom,U2359/Y,1,652.140564,4
U2360,INVx1_bottom,U2360/Y,1,687.276489,3
U2361,INVx1_bottom,U2361/Y,1,708.722229,2
U2362,INVx1_bottom,U2362/Y,1,366.367706,13
U2363,INVx1_bottom,U2363/Y,1,652.613159,4
U2364,INVx1_bottom,U2364/Y,1,686.249756,3
U2365,INVx1_bottom,U2365/Y,1,709.299744,2
U2366,INVx1_bottom,U2366/Y,1,403.784454,11
U2367,INVx1_bottom,U2367/Y,1,648.350464,4
U2368,INVx1_bottom,U2368/Y,1,677.399353,3
U2369,INVx1_bottom,U2369/Y,1,709.883362,2
U237,OAI22xp5_bottom,U237/Y,1,8.246848,22
U2370,INVx1_bottom,U2370/Y,1,345.768707,13
U2371,INVx1_bottom,U2371/Y,1,648.565063,4
U2372,INVx1_bottom,U2372/Y,1,676.673279,3
U2373,INVx1_bottom,U2373/Y,1,711.934204,2
U2374,INVx1_bottom,U2374/Y,1,322.301971,13
U2375,INVx1_bottom,U2375/Y,1,646.859802,4
U2376,INVx1_bottom,U2376/Y,1,676.861389,3
U2377,INVx1_bottom,U2377/Y,1,712.606689,2
U2378,INVx1_bottom,U2378/Y,1,395.198029,13
U2379,INVx1_bottom,U2379/Y,1,645.767761,4
U2380,INVx1_bottom,U2380/Y,1,675.825317,3
U2381,INVx1_bottom,U2381/Y,1,713.151550,2
U2382,INVx1_bottom,U2382/Y,1,356.419189,13
U2383,INVx1_bottom,U2383/Y,1,650.405640,4
U2384,INVx1_bottom,U2384/Y,1,676.252258,3
U2385,INVx1_bottom,U2385/Y,1,709.646362,2
U2386,INVx1_bottom,U2386/Y,1,321.552612,12
U2387,INVx1_bottom,U2387/Y,1,643.684265,4
U2388,INVx1_bottom,U2388/Y,1,675.567383,3
U2389,INVx1_bottom,U2389/Y,1,710.639343,2
U239,OAI22xp5_bottom,U239/Y,1,69.238228,24
U2390,INVx1_bottom,U2390/Y,1,348.379913,12
U2391,INVx1_bottom,U2391/Y,1,653.851562,4
U2392,INVx1_bottom,U2392/Y,1,672.766479,3
U2393,INVx1_bottom,U2393/Y,1,708.186829,2
U2394,INVx1_bottom,U2394/Y,1,347.503845,13
U2395,INVx1_bottom,U2395/Y,1,652.979309,4
U2396,INVx1_bottom,U2396/Y,1,675.419128,3
U2397,INVx1_bottom,U2397/Y,1,709.529236,2
U2398,INVx1_bottom,U2398/Y,1,388.366058,11
U2399,INVx1_bottom,U2399/Y,1,705.872375,2
U2400,INVx1_bottom,U2400/Y,3,419.732910,200
U2401,INVx1_bottom,U2401/Y,1,350.811432,10
U2402,INVx1_bottom,U2402/Y,1,358.570740,10
U2403,INVx1_bottom,U2403/Y,1,358.827362,10
U2404,INVx1_bottom,U2404/Y,1,356.328369,10
U2405,INVx1_bottom,U2405/Y,1,312.105988,12
U2406,INVx1_bottom,U2406/Y,1,316.990875,12
U2407,INVx1_bottom,U2407/Y,1,317.170959,12
U2408,INVx1_bottom,U2408/Y,1,316.494049,12
U2409,INVx1_bottom,U2409/Y,1,296.385681,11
U241,OAI22xp5_bottom,U241/Y,1,40.412117,24
U2410,INVx1_bottom,U2410/Y,1,293.152527,11
U2411,INVx1_bottom,U2411/Y,1,293.914520,11
U2412,INVx1_bottom,U2412/Y,1,292.625244,11
U2413,INVx1_bottom,U2413/Y,1,275.124695,11
U2414,INVx1_bottom,U2414/Y,1,271.334381,11
U2415,INVx1_bottom,U2415/Y,1,277.705811,11
U2416,INVx1_bottom,U2416/Y,1,275.185516,11
U2417,INVx1_bottom,U2417/Y,1,319.866425,12
U2418,INVx1_bottom,U2418/Y,1,315.270233,12
U2419,INVx1_bottom,U2419/Y,1,315.112885,12
U2420,INVx1_bottom,U2420/Y,1,317.167969,12
U2421,INVx1_bottom,U2421/Y,1,351.557281,12
U2422,INVx1_bottom,U2422/Y,1,348.066071,12
U2423,INVx1_bottom,U2423/Y,1,351.712585,12
U2424,INVx1_bottom,U2424/Y,1,354.317322,12
U2425,INVx1_bottom,U2425/Y,1,291.441254,12
U2426,INVx1_bottom,U2426/Y,1,282.968475,12
U2427,INVx1_bottom,U2427/Y,1,283.923065,12
U2428,INVx1_bottom,U2428/Y,1,287.356598,12
U2429,INVx1_bottom,U2429/Y,1,331.706787,12
U243,OAI22xp5_bottom,U243/Y,1,-13.621104,22
U2430,INVx1_bottom,U2430/Y,1,319.877319,12
U2431,INVx1_bottom,U2431/Y,1,321.063446,12
U2432,INVx1_bottom,U2432/Y,1,328.757599,12
U2433,INVx1_bottom,U2433/Y,1,346.543610,10
U2434,INVx1_bottom,U2434/Y,1,356.303436,10
U2435,INVx1_bottom,U2435/Y,1,348.974731,10
U2436,INVx1_bottom,U2436/Y,1,347.876740,10
U2437,INVx1_bottom,U2437/Y,1,306.161041,12
U2438,INVx1_bottom,U2438/Y,1,316.699982,12
U2439,INVx1_bottom,U2439/Y,1,309.560059,12
U2440,INVx1_bottom,U2440/Y,1,310.104767,12
U2441,INVx1_bottom,U2441/Y,1,298.845001,11
U2442,INVx1_bottom,U2442/Y,1,306.018921,11
U2443,INVx1_bottom,U2443/Y,1,303.372009,11
U2444,INVx1_bottom,U2444/Y,1,305.314636,11
U2445,INVx1_bottom,U2445/Y,1,276.025269,11
U2446,INVx1_bottom,U2446/Y,1,281.212891,11
U2447,INVx1_bottom,U2447/Y,1,279.774139,11
U2448,INVx1_bottom,U2448/Y,1,282.476807,11
U2449,INVx1_bottom,U2449/Y,1,325.603333,12
U245,OAI22xp5_bottom,U245/Y,1,9.049039,22
U2450,INVx1_bottom,U2450/Y,1,337.357849,12
U2451,INVx1_bottom,U2451/Y,1,332.335724,12
U2452,INVx1_bottom,U2452/Y,1,333.408936,12
U2453,INVx1_bottom,U2453/Y,1,355.134125,12
U2454,INVx1_bottom,U2454/Y,1,367.463013,12
U2455,INVx1_bottom,U2455/Y,1,363.782288,12
U2456,INVx1_bottom,U2456/Y,1,362.676697,12
U2457,INVx1_bottom,U2457/Y,1,297.326324,12
U2458,INVx1_bottom,U2458/Y,1,307.340881,12
U2459,INVx1_bottom,U2459/Y,1,303.204865,12
U2460,INVx1_bottom,U2460/Y,1,306.301971,12
U2461,INVx1_bottom,U2461/Y,1,328.668274,12
U2462,INVx1_bottom,U2462/Y,1,331.883514,12
U2463,INVx1_bottom,U2463/Y,1,327.598785,12
U2464,INVx1_bottom,U2464/Y,1,320.371460,12
U2465,INVx1_bottom,U2465/Y,1,356.141327,10
U2466,INVx1_bottom,U2466/Y,1,359.834595,10
U2467,INVx1_bottom,U2467/Y,1,361.040070,10
U2468,INVx1_bottom,U2468/Y,1,356.509796,10
U2469,INVx1_bottom,U2469/Y,1,315.826263,12
U247,OAI22xp5_bottom,U247/Y,1,20.028090,24
U2470,INVx1_bottom,U2470/Y,1,319.171356,12
U2471,INVx1_bottom,U2471/Y,1,319.246033,12
U2472,INVx1_bottom,U2472/Y,1,317.230042,12
U2473,INVx1_bottom,U2473/Y,1,289.373322,11
U2474,INVx1_bottom,U2474/Y,1,290.415680,11
U2475,INVx1_bottom,U2475/Y,1,291.897064,11
U2476,INVx1_bottom,U2476/Y,1,288.508698,11
U2477,INVx1_bottom,U2477/Y,1,268.770569,11
U2478,INVx1_bottom,U2478/Y,1,266.478882,11
U2479,INVx1_bottom,U2479/Y,1,268.729858,11
U2480,INVx1_bottom,U2480/Y,1,268.955994,11
U2481,INVx1_bottom,U2481/Y,1,311.159485,12
U2482,INVx1_bottom,U2482/Y,1,310.295837,12
U2483,INVx1_bottom,U2483/Y,1,311.871124,12
U2484,INVx1_bottom,U2484/Y,1,311.478516,12
U2485,INVx1_bottom,U2485/Y,1,344.697876,12
U2486,INVx1_bottom,U2486/Y,1,344.587860,12
U2487,INVx1_bottom,U2487/Y,1,345.761749,12
U2488,INVx1_bottom,U2488/Y,1,345.090912,12
U2489,INVx1_bottom,U2489/Y,1,281.622711,12
U249,OAI22xp5_bottom,U249/Y,1,60.179695,20
U2490,INVx1_bottom,U2490/Y,1,279.296692,12
U2491,INVx1_bottom,U2491/Y,1,280.561066,12
U2492,INVx1_bottom,U2492/Y,1,280.046875,12
U2493,INVx1_bottom,U2493/Y,1,318.683960,12
U2494,INVx1_bottom,U2494/Y,1,305.207977,12
U2495,INVx1_bottom,U2495/Y,1,306.876251,12
U2496,INVx1_bottom,U2496/Y,1,316.692017,12
U2497,INVx1_bottom,U2497/Y,1,343.152954,10
U2498,INVx1_bottom,U2498/Y,1,331.070221,10
U2499,INVx1_bottom,U2499/Y,1,346.076843,10
U25,OAI22xp5_bottom,U25/Y,1,-16.208813,22
U2500,INVx1_bottom,U2500/Y,1,347.433624,10
U2501,INVx1_bottom,U2501/Y,1,305.097900,12
U2502,INVx1_bottom,U2502/Y,1,292.611511,12
U2503,INVx1_bottom,U2503/Y,1,305.682648,12
U2504,INVx1_bottom,U2504/Y,1,305.573334,12
U2505,INVx1_bottom,U2505/Y,1,290.324982,11
U2506,INVx1_bottom,U2506/Y,1,283.393646,11
U2507,INVx1_bottom,U2507/Y,1,293.556854,11
U2508,INVx1_bottom,U2508/Y,1,295.240326,11
U2509,INVx1_bottom,U2509/Y,1,269.652313,11
U251,OAI22xp5_bottom,U251/Y,1,140.002289,24
U2510,INVx1_bottom,U2510/Y,1,257.942841,11
U2511,INVx1_bottom,U2511/Y,1,266.700592,11
U2512,INVx1_bottom,U2512/Y,1,267.577026,11
U2513,INVx1_bottom,U2513/Y,1,313.630249,12
U2514,INVx1_bottom,U2514/Y,1,309.921143,12
U2515,INVx1_bottom,U2515/Y,1,315.247345,12
U2516,INVx1_bottom,U2516/Y,1,316.536102,12
U2517,INVx1_bottom,U2517/Y,1,351.608307,12
U2518,INVx1_bottom,U2518/Y,1,338.740967,12
U2519,INVx1_bottom,U2519/Y,1,346.104980,12
U2520,INVx1_bottom,U2520/Y,1,347.144073,12
U2521,INVx1_bottom,U2521/Y,1,290.218781,12
U2522,INVx1_bottom,U2522/Y,1,287.374878,12
U2523,INVx1_bottom,U2523/Y,1,283.489502,12
U2524,INVx1_bottom,U2524/Y,1,290.212494,12
U2525,INVx1_bottom,U2525/Y,1,313.557739,12
U2526,INVx1_bottom,U2526/Y,1,303.897125,12
U2527,INVx1_bottom,U2527/Y,1,306.006500,12
U2528,INVx1_bottom,U2528/Y,1,305.055878,12
U2529,INVx1_bottom,U2529/Y,1,339.286835,100
U253,OAI22xp5_bottom,U253/Y,1,64.113243,24
U2530,INVx1_bottom,U2530/Y,2,313.455292,200
U2531,INVx1_bottom,U2531/Y,3,517.674011,200
U2532,INVx1_bottom,U2532/Y,2,509.099548,100
U2533,INVx1_bottom,U2533/Y,2,504.998718,100
U2534,INVx1_bottom,U2534/Y,2,504.742432,93
U2535,INVx1_bottom,U2535/Y,2,508.952881,45
U2536,INVx1_bottom,U2536/Y,2,517.047241,45
U2537,INVx1_bottom,U2537/Y,2,516.927185,45
U2538,INVx1_bottom,U2538/Y,2,557.117493,45
U2539,INVx1_bottom,U2539/Y,2,563.886169,45
U2540,INVx1_bottom,U2540/Y,2,504.858765,100
U2541,INVx1_bottom,U2541/Y,2,501.301544,100
U2542,INVx1_bottom,U2542/Y,2,500.033569,93
U2543,INVx1_bottom,U2543/Y,2,507.488495,45
U2544,INVx1_bottom,U2544/Y,2,516.929077,45
U2545,INVx1_bottom,U2545/Y,2,513.184814,45
U2546,INVx1_bottom,U2546/Y,2,558.364929,45
U2547,INVx1_bottom,U2547/Y,2,561.072998,45
U2548,INVx1_bottom,U2548/Y,2,497.495392,100
U2549,INVx1_bottom,U2549/Y,2,498.569122,100
U255,OAI22xp5_bottom,U255/Y,1,127.551529,24
U2550,INVx1_bottom,U2550/Y,2,496.636414,93
U2551,INVx1_bottom,U2551/Y,2,503.640015,45
U2552,INVx1_bottom,U2552/Y,2,509.681732,45
U2553,INVx1_bottom,U2553/Y,2,507.946686,45
U2554,INVx1_bottom,U2554/Y,2,553.605286,45
U2555,INVx1_bottom,U2555/Y,2,553.130737,45
U257,OAI22xp5_bottom,U257/Y,1,95.536743,24
U259,OAI22xp5_bottom,U259/Y,1,112.816200,20
U2596,INVx1_bottom,U2596/Y,2,493.623535,100
U2597,INVx1_bottom,U2597/Y,2,499.369873,100
U2598,INVx1_bottom,U2598/Y,2,498.733398,93
U2599,INVx1_bottom,U2599/Y,2,504.059143,45
U2600,INVx1_bottom,U2600/Y,2,506.523590,45
U2601,INVx1_bottom,U2601/Y,2,504.548401,45
U2602,INVx1_bottom,U2602/Y,2,549.744385,45
U2603,INVx1_bottom,U2603/Y,2,550.236877,45
U262,AO22x1_bottom,U262/Y,3,-13.301250,24
U263,AO22x1_bottom,U263/Y,3,-35.023651,24
U264,AO22x1_bottom,U264/Y,3,33.634930,24
U265,AO22x1_bottom,U265/Y,3,-8.043733,24
U2652,INVx1_bottom,U2652/Y,2,511.501953,100
U2653,INVx1_bottom,U2653/Y,2,506.546082,100
U2654,INVx1_bottom,U2654/Y,2,503.607330,93
U2655,INVx1_bottom,U2655/Y,2,516.570496,45
U2656,INVx1_bottom,U2656/Y,2,515.993652,45
U2657,INVx1_bottom,U2657/Y,2,515.469177,45
U2658,INVx1_bottom,U2658/Y,2,566.085571,45
U2659,INVx1_bottom,U2659/Y,2,564.222778,45
